customer_id,seller_id,order_checkout_date,delivery_eta,shipping_charges,product_category_code,X_1,X_2,product_quality_type,product_mass,product_length,product_height,product_breadth,payment_emi_years(max),price,order_status,transaction_type,coupon_code,payment_code
603836070f1882347e4800d647793d88,4a3ca9315b744ce9f8e9374361493884,2017-07-20 23:03:33,2017-08-21 00:00:00,17.07,14,54,245,A,1383,50,10,40,1,213.94,E,4,CLOTH20,CITI10
c4a875883036b34ff4fe78e2d66512d8,4a3ca9315b744ce9f8e9374361493884,2017-04-24 17:58:57,2017-05-23 00:00:00,6.52,14,54,245,A,1383,50,10,40,1,170.38,E,5,CLOTH20,CITI10
466b378a3d77d64aa19e741c7f72b204,4a3ca9315b744ce9f8e9374361493884,2017-12-03 18:35:40,2018-01-03 00:00:00,19.5,14,54,245,A,1383,50,10,40,1,218.8,E,10,CLOTH15,CITI10
8c65f37a2cb3d0bedced14e105742bae,4a3ca9315b744ce9f8e9374361493884,2018-03-19 13:40:14,2018-04-10 00:00:00,22.33,14,54,245,A,1383,50,10,40,1,293.89,E,12,CLOTH15,CITI10
f7060c3a8e6970cabb0af29d2864f4fd,4a3ca9315b744ce9f8e9374361493884,2017-05-19 15:41:12,2017-06-14 00:00:00,15.38,14,54,245,A,1383,50,10,40,1,210.56,E,6,CLOTH15,CITI10
6ee8c83b8e23eb974794dd012c4e59be,4a3ca9315b744ce9f8e9374361493884,2017-10-15 19:17:06,2017-11-07 00:00:00,4.35,14,54,245,A,1383,50,10,40,1,406.74,E,8,CLOTH15,CITI10
6a3e325c41d9bf26e23a25e1158851fe,4a3ca9315b744ce9f8e9374361493884,2018-02-05 18:03:36,2018-03-01 00:00:00,28.1,14,54,245,A,1383,50,10,40,1,230.52,E,5,CLOTH20,CITI10
6da16227a15e57a2242748406e95844a,4a3ca9315b744ce9f8e9374361493884,2017-09-14 00:48:49,2017-10-04 00:00:00,19.5,14,54,245,A,1383,50,10,40,1,218.8,E,6,CLOTH15,CITI10
ee0c2cfd11830d31ea22fcadfe061af5,4a3ca9315b744ce9f8e9374361493884,2017-12-04 09:57:18,2017-12-27 00:00:00,1.18,14,54,245,A,1383,50,10,40,1,277.65,E,6,CLOTH20,CITI10
9ab4f22dbecd35f08494936fb3a39e8b,4a3ca9315b744ce9f8e9374361493884,2017-07-12 21:28:27,2017-08-21 00:00:00,3.65,14,54,245,A,1383,50,10,40,1,353.6,E,5,CLOTH20,CITI10
0131193f8b1b149f85f1326ac337effb,4a3ca9315b744ce9f8e9374361493884,2017-07-09 08:58:27,2017-07-28 00:00:00,12.13,14,54,245,A,1383,50,10,40,1,204.06,E,6,CLOTH15,CITI10
df617ecf75e122f5982420b0495cae50,4a3ca9315b744ce9f8e9374361493884,2017-07-13 15:52:11,2017-08-02 00:00:00,12.13,14,54,245,A,1383,50,10,40,1,204.06,E,1,CLOTH15,CITI10
5b00c9bec6116621a96c23e8345eeb1e,4a3ca9315b744ce9f8e9374361493884,2017-12-17 17:30:11,2018-01-11 00:00:00,14.93,14,54,245,A,1383,50,10,40,1,203.67,E,1,CLOTH20,GPAY20
6680ee2ede756c3fa20357158525bc98,4a3ca9315b744ce9f8e9374361493884,2017-09-17 09:59:15,2017-10-04 00:00:00,14.96,14,54,245,A,1383,50,10,40,1,209.71,E,4,CLOTH20,CITI10
00b5072ef1192bc4d02e1d6264317bb0,4a3ca9315b744ce9f8e9374361493884,2017-11-23 20:44:55,2017-12-13 00:00:00,2.03,14,54,245,A,1383,50,10,40,1,366.27,E,6,FURN20,CITI10
841991865fe44b9b4bb0519d9bc4557e,1f50f920176fa81dab994f9023523100,2017-10-04 10:10:41,2017-10-27 00:00:00,17.67,41,57,366,B,1650,30,22,30,1,155.14,E,2,CLOTH20,CITI10
9801a1119c91032c99a15a846d4f5aa0,1f50f920176fa81dab994f9023523100,2018-06-04 22:44:24,2018-07-05 00:00:00,17.26,41,57,366,B,1650,30,22,30,1,134.32,E,2,CLOTH20,CITI10
0879c47e542184edf3c921d2fee17084,1f50f920176fa81dab994f9023523100,2018-02-12 14:01:37,2018-03-07 00:00:00,17.6,41,57,366,B,1650,30,22,30,1,135,E,2,CLOTH15,CITI10
e29c02f3bed1ee97599b22e64a45afe0,1f50f920176fa81dab994f9023523100,2017-08-30 07:49:43,2017-10-03 00:00:00,37.97,41,57,366,B,1650,30,22,30,1,195.74,E,2,CLOTH15,CITI10
a0561b2c7966b97f7f00862466db854c,1f50f920176fa81dab994f9023523100,2018-02-13 11:58:53,2018-03-06 00:00:00,13.37,41,57,366,B,1650,30,22,30,1,126.54,E,1,CLOTH15,PAYTM25
68fe35f2befb496c88c469dd4120dace,1f50f920176fa81dab994f9023523100,2017-12-29 21:00:37,2018-02-01 00:00:00,9.78,41,57,366,B,1650,30,22,30,1,337.56,E,6,CLOTH15,CITI10
689ce9ef571f7142f069dca1467b8804,1f50f920176fa81dab994f9023523100,2018-02-10 12:41:40,2018-03-08 00:00:00,18.62,41,57,366,B,1650,30,22,30,1,315.63,E,10,CLOTH20,CITI10
f1fa2c750e749e489428a52f4a83d165,1f50f920176fa81dab994f9023523100,2017-08-03 11:22:29,2017-09-01 00:00:00,17.67,41,57,366,B,1650,30,22,30,1,155.14,E,1,CLOTH15,PAYTM25
dca999dc00cc6e462ec7aaf3e62008ad,1f50f920176fa81dab994f9023523100,2017-07-19 21:45:35,2017-08-17 00:00:00,17.67,41,57,366,B,1650,30,22,30,1,155.14,E,3,CLOTH15,CITI10
434bc3aedc95ddf957860ece02f33b22,1f50f920176fa81dab994f9023523100,2017-11-25 18:26:39,2017-12-19 00:00:00,18.37,41,57,366,B,1650,30,22,30,1,317.78,E,5,CLOTH15,CITI10
ebfafa93320c769d9b60740fbc5cad2f,1f50f920176fa81dab994f9023523100,2018-02-28 14:08:27,2018-03-20 00:00:00,11.75,41,57,366,B,1650,30,22,30,1,286.12,E,1,CLOTH15,CITI10
ba94c4a2ea6b73745411d64f48180b6c,1f50f920176fa81dab994f9023523100,2018-02-02 19:07:59,2018-03-07 00:00:00,19.59,41,57,366,B,1650,30,22,30,1,138.98,E,1,CLOTH15,APAY15
2bdb1510d7fa5e2e324f53d7b0ecb0d8,1c129092bf23f28a5930387c980c0dfc,2018-04-07 12:55:00,2018-05-08 00:00:00,3.71,14,38,735,E,800,20,20,20,1,136.59,E,1,CLOTH15,PAYTM25
d364f6386755f2e23f0c2d7bcfd9a146,1c129092bf23f28a5930387c980c0dfc,2018-03-30 21:23:29,2018-04-23 00:00:00,4.15,14,38,735,E,800,20,20,20,1,189.57,E,5,CLOTH15,CITI10
6059aa1741543dc3611f547d6c21917b,1c129092bf23f28a5930387c980c0dfc,2017-12-23 19:22:18,2018-01-22 00:00:00,69.81,14,38,735,E,800,20,20,20,1,140.01,E,10,KIDS15,CITI10
7899c2459089f84b8e6dbe990f660083,1c129092bf23f28a5930387c980c0dfc,2017-12-12 15:36:29,2018-01-05 00:00:00,3.12,14,38,735,E,800,20,20,20,1,479.25,E,10,CLOTH15,CITI10
eda3ac9158cb43faace7e932c763378f,ea8482cd71df3c1969d7b9473ff13abc,2017-12-20 13:01:13,2018-01-19 00:00:00,15.1,71,59,540,D,300,17,4,12,1,46.92,E,3,CLOTH15,CITI10
4d60b9bf2c64e3e1b29c297752050aa2,77530e9772f57a62c906e1c21538ab82,2018-01-12 16:57:17,2018-02-07 00:00:00,17.06,55,60,1953,A,750,69,11,11,1,193.02,E,1,CLOTH20,PAYTM25
2de342d6e5905a5a8bb3a991c855f3e2,a17f621c590ea0fab3d5d883e1630ec6,2017-07-26 17:38:47,2017-08-17 00:00:00,25.39,33,52,1153,A,180,17,11,14,1,78.43,E,7,CLOTH15,CITI10
33652f0608d6c65cd11765b3e42aa243,a3e9a2c700480d9bb01fba070ba80a0e,2017-12-12 08:11:55,2018-01-05 00:00:00,13.22,14,46,246,A,550,51,4,41,1,169.34,E,3,CLOTH20,CITI10
8bad98b4cfc0bec348b202ea08123680,25c5c91f63607446a97b143d2d535d31,2018-01-12 10:59:33,2018-02-06 00:00:00,49.61,45,60,2136,A,3407,28,22,23,1,795.95,E,1,CLOTH15,PAYTM25
4e0978b1692b2e66e9537b7a2e595ed9,7a67c85e85bb2ce8582c35f2203ad736,2017-07-31 10:38:27,2017-08-18 00:00:00,10.38,27,54,1012,A,1200,42,25,15,1,426.25,E,1,CLOTH15,GPAY20
86fd6bab566915fde5765e14d2ff2b4e,00fc707aaaad2d31347cf883cd2dfe10,2018-02-18 13:05:25,2018-03-15 00:00:00,15.23,45,32,321,A,207,17,12,13,1,279.07,E,10,CLOTH20,CITI10
d6646ea91d8cd9fc7e6882a7068779d4,9c0e69c7bf2619675bbadf47b43f655a,2018-03-27 14:29:03,2018-04-24 00:00:00,14.51,45,32,321,A,207,17,12,13,1,785.24,E,10,CLOTH20,CITI10
e4c38b4ecb77d531fa6729428c7a41a1,9c0e69c7bf2619675bbadf47b43f655a,2018-03-26 21:25:18,2018-04-24 00:00:00,7.93,45,32,321,A,207,17,12,13,1,181.33,E,1,CLOTH15,GPAY20
7b962215806a3c1e6bdb02a9489ec486,9c0e69c7bf2619675bbadf47b43f655a,2018-04-07 13:12:24,2018-04-24 00:00:00,7.92,45,32,321,A,207,17,12,13,1,181.33,H,2,CLOTH15,CITI10
11ed1a861563b383cb85ee4dd5e2a3ed,4a3ca9315b744ce9f8e9374361493884,2018-05-09 19:36:52,2018-05-29 00:00:00,3.9,14,55,312,A,1550,44,14,34,1,230.81,E,6,CLOTH15,CITI10
9b74cd824a37742f10285243d2c0ad7f,4a3ca9315b744ce9f8e9374361493884,2018-08-04 19:48:47,2018-08-22 00:00:00,4.41,,55,312,A,1550,44,14,34,1,351.18,E,6,KIDS15,CITI10
737fd7369b88da2c4de05ae281df531c,4a3ca9315b744ce9f8e9374361493884,2018-06-03 00:35:47,2018-07-20 00:00:00,25.58,14,55,312,A,1550,44,14,34,1,250.06,H,8,CLOTH20,CITI10
11cd32106f57df8da221ecbd88155607,4a3ca9315b744ce9f8e9374361493884,2017-09-17 17:01:49,2017-10-04 00:00:00,12.76,14,58,689,A,950,45,15,35,1,156.39,E,10,CLOTH15,CITI10
7b9017adffde5aa859580f0cef0894f5,4a3ca9315b744ce9f8e9374361493884,2017-05-16 22:52:41,2017-06-07 00:00:00,25.37,14,58,689,A,950,45,15,35,1,323.44,E,1,CLOTH15,GPAY20
16738db2ba964d2b05d642b0ff222451,4a3ca9315b744ce9f8e9374361493884,2017-07-31 17:06:00,2017-08-22 00:00:00,20.15,14,58,689,A,950,45,15,35,1,141.24,E,1,CLOTH15,GPAY20
5928ea9c80d9614d8a17a6e4f13de9ee,2a84855fd20af891be03bc5924d2b453,2018-08-25 17:01:09,2018-09-19 00:00:00,30.14,12,26,394,A,1614,31,16,28,1,413.58,E,7,CLOTH20,CITI10
5d4e8d00919712f3be00db60466306ef,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-02-26 22:45:04,2018-03-26 00:00:00,23.94,55,59,955,G,2500,60,12,20,1,248.51,E,6,CLOTH20,CITI10
c4d44a998ef05648ed28e733d653d17a,6c7d50c24b3ccd2fd83b44d8bb34e073,2017-11-09 22:09:51,2017-12-01 00:00:00,17.56,55,59,955,G,2500,60,12,20,1,135.12,E,1,CLOTH15,CITI10
ffbcf1eb664ce45bed8883fbcbdc2b06,fa40cc5b934574b62717c68f3d678b6d,2017-03-03 01:23:13,2017-04-05 00:00:00,27.32,13,45,589,D,200,16,7,11,1,142.57,E,2,CLOTH15,CITI10
00624707c8556199de70cac1593e7088,dbc22125167c298ef99da25668e1011f,2018-06-21 08:46:52,2018-07-20 00:00:00,17.19,51,45,702,A,1300,33,10,49,1,149.31,E,7,CLOTH20,CITI10
86cc80fef09f7f39df4b0dbce48e81cb,dbc22125167c298ef99da25668e1011f,2017-07-07 14:55:43,2017-08-08 00:00:00,8.73,51,45,702,A,1300,33,10,49,5,16.54,E,1,CLOTH15,APAY15
90ab1a5224e5e1999b34c85f637a7491,70c27847eca8195c983ed7e798c56743,2018-08-01 13:21:58,2018-08-09 00:00:00,16.08,64,34,630,A,127,18,10,14,1,333.03,E,1,CLOTH15,HDFC20
81a251ec447a41665547d8928816b4c3,cfb1a033743668a192316f3c6d1d2671,2017-12-27 15:23:33,2018-01-26 00:00:00,16.18,14,51,82,A,1000,40,5,25,1,152.16,E,10,CLOTH15,CITI10
42f98a15c32e05ec23c23a927420759a,cfb1a033743668a192316f3c6d1d2671,2018-04-20 16:31:21,2018-05-16 00:00:00,41.98,14,48,203,A,400,35,5,24,1,332.86,E,10,CLOTH20,CITI10
2ce72245ffebb0287ae4193d34128753,537eb890efff034a88679788b647c564,2018-03-02 14:14:50,2018-03-23 00:00:00,26.16,55,60,500,C,100,16,3,11,1,91.5,E,2,CLOTH15,CITI10
3da151283555f08ba83a9bafed7a269d,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-06-23 22:09:17,2018-07-05 00:00:00,8.2,22,43,1009,D,350,16,61,16,1,157.21,E,1,CLOTH15,CITI10
81ee76008781c1b3a72263621e06d5da,06a2c3af7b3aee5d69171b0e14f0ee87,2018-08-13 18:15:19,2018-09-12 00:00:00,28.89,12,50,1257,A,350,19,12,13,1,177.52,E,5,CLOTH20,CITI10
086f2e7a1b67f590d6440b35b2e7246e,e9bc59e7b60fc3063eb2290deda4cced,2018-07-31 14:08:48,2018-09-12 00:00:00,19.95,45,45,236,A,173,18,13,12,1,240.1,E,1,CLOTH20,PAYTM25
fc9fdbf5a26b1399e70bb3666cf7f9e6,7d13fca15225358621be4086e1eb0964,2018-07-02 18:16:59,2018-08-09 00:00:00,2.11,67,33,523,C,584,16,11,13,1,173.95,E,6,CLOTH20,CITI10
243710cf3eaa735289510feca045b51c,4869f7a5dfa277a7dca6462dcf3b52b2,2017-10-03 13:17:00,2017-10-25 00:00:00,6.81,67,33,523,C,584,16,11,13,1,367.6,E,8,CLOTH15,CITI10
33b227a9e9ab376b81f76585279e3dd1,7d13fca15225358621be4086e1eb0964,2018-04-20 09:05:41,2018-05-29 00:00:00,1.97,67,33,523,C,584,16,11,13,1,226.07,E,6,FURN20,CITI10
d5c0bbff8df7f8d50e94e5fab3272451,4869f7a5dfa277a7dca6462dcf3b52b2,2017-07-27 10:16:16,2017-08-28 00:00:00,11.18,67,33,523,C,584,16,11,13,1,394.29,E,10,CLOTH20,CITI10
7afffca41e83ce5daed57b022ab5cd74,00fc707aaaad2d31347cf883cd2dfe10,2018-02-19 16:49:20,2018-04-17 00:00:00,68.39,45,44,655,A,321,19,14,13,1,637.11,E,1,CLOTH15,GPAY20
d25e378708a5f85e8cb59ca7754b5d4e,6973a06f484aacf400ece213dbf3d946,2018-03-23 14:09:03,2018-04-25 00:00:00,21.12,45,44,655,A,321,19,14,13,1,246.99,E,3,CLOTH20,CITI10
5ce24234240509e09f2d9821afbda73a,6973a06f484aacf400ece213dbf3d946,2018-04-02 09:14:45,2018-05-02 00:00:00,20.33,45,44,655,A,321,19,14,13,1,193.45,E,4,CLOTH20,CITI10
83d91af0a4ef20bdf35482111320f447,f457c46070d02cadd8a68551231220dd,2018-01-15 09:00:52,2018-02-07 00:00:00,23.44,45,44,655,A,321,19,14,13,1,200.28,E,1,CLOTH20,GPAY20
acbb67302cc6dd998fbe9f0d24633164,f457c46070d02cadd8a68551231220dd,2018-04-26 10:24:43,2018-05-21 00:00:00,25.26,45,44,655,A,321,19,14,13,1,201.46,E,7,CLOTH15,CITI10
ff349ea42c06633992fc3c94c3da0f58,6973a06f484aacf400ece213dbf3d946,2018-04-01 23:33:42,2018-04-23 00:00:00,29.62,45,44,655,A,321,19,14,13,1,205.09,E,2,CLOTH20,CITI10
6cc2669297113f79b91a3904a83c2da9,1f50f920176fa81dab994f9023523100,2018-01-23 22:06:04,2018-02-15 00:00:00,13.37,41,59,341,B,1750,37,22,40,1,126.54,E,4,CLOTH20,CITI10
eac9c7f6f691a424305e7a98db80be34,1f50f920176fa81dab994f9023523100,2017-09-02 20:20:08,2017-10-06 00:00:00,10.6,41,59,341,B,1750,37,22,40,1,232.7,E,1,CLOTH20,GPAY20
59b3e9c1cf55ab08fd621dde64de9144,1f50f920176fa81dab994f9023523100,2018-02-28 23:01:08,2018-03-21 00:00:00,41.41,41,59,341,B,1750,37,22,40,1,190.62,E,12,CLOTH20,CITI10
43688fad66340b74b9c7426fe3a4aba9,1f50f920176fa81dab994f9023523100,2017-11-26 02:06:21,2017-12-18 00:00:00,17.67,41,59,341,B,1750,37,22,40,1,133.34,E,3,CLOTH15,CITI10
1f68e24da06f36cb8a5243e23c390bcf,1f50f920176fa81dab994f9023523100,2018-05-07 19:12:47,2018-05-30 00:00:00,10.64,41,59,341,B,1750,37,22,40,1,305.89,E,4,KIDS15,CITI10
973743e89605769ad70c11a3483efba3,1f50f920176fa81dab994f9023523100,2018-02-05 13:47:28,2018-03-06 00:00:00,17.6,41,59,341,B,1750,37,22,40,1,135,E,1,CLOTH15,GPAY20
caffcf2c7044a16f45d10641efd5b872,1f50f920176fa81dab994f9023523100,2018-02-25 17:27:50,2018-03-16 00:00:00,13.4,41,59,341,B,1750,37,22,40,1,134.6,E,1,CLOTH20,CITI10
eeb1498af1ef1f5c9c612b6130298f66,1f50f920176fa81dab994f9023523100,2017-11-26 11:34:47,2017-12-28 00:00:00,15.25,41,59,341,B,1750,37,22,40,1,215.56,E,6,CLOTH20,CITI10
54459d342aa6d7e6f4e52490a98c091d,1f50f920176fa81dab994f9023523100,2017-07-19 21:54:58,2017-08-17 00:00:00,17.67,41,59,341,B,1750,37,22,40,1,155.14,E,1,CLOTH20,CITI10
3f45cc8587c58a78556dae4c3f02c410,1f50f920176fa81dab994f9023523100,2017-05-02 18:34:59,2017-06-09 00:00:00,29.54,41,59,341,B,1750,37,22,40,1,253.56,E,10,CLOTH15,CITI10
4c932732dbaccc94a29104748b603548,1f50f920176fa81dab994f9023523100,2018-03-08 16:14:00,2018-03-27 00:00:00,13.77,41,59,341,B,1750,37,22,40,1,230.57,E,4,CLOTH20,CITI10
7211f6a374836aa064addb1e52aa5500,1f50f920176fa81dab994f9023523100,2017-09-25 13:26:36,2017-10-23 00:00:00,6.31,41,59,341,B,1750,37,22,40,1,345.51,E,10,CLOTH20,CITI10
1bde7825953734db2df2dd6a27cfec02,1f50f920176fa81dab994f9023523100,2017-11-26 22:49:05,2017-12-20 00:00:00,10.59,41,59,341,B,1750,37,22,40,1,199.95,E,1,FURN20,HDFC20
53a1c334c7e3dbf57ca4354ba5e93310,1f50f920176fa81dab994f9023523100,2018-05-04 20:30:28,2018-05-29 00:00:00,2.03,41,59,341,B,1750,37,22,40,1,171.83,E,3,CLOTH15,CITI10
e181b4b143315372522c1c34b5eeebc8,1f50f920176fa81dab994f9023523100,2018-05-03 15:56:00,2018-06-12 00:00:00,19.81,41,59,341,B,1750,37,22,40,1,221.12,E,4,CLOTH15,CITI10
ff774d667d8f3f8fe0bdd578e8d0a85f,1f50f920176fa81dab994f9023523100,2017-11-26 22:09:58,2017-12-15 00:00:00,13.44,41,59,341,B,1750,37,22,40,1,124.88,E,2,CLOTH20,CITI10
f065f9395bd92e7f1e27e142c9b81cbc,1f50f920176fa81dab994f9023523100,2017-07-18 20:59:45,2017-08-18 00:00:00,17.67,41,59,341,B,1750,37,22,40,1,155.14,E,3,CLOTH15,CITI10
a9929fa5f092ace247a1ea0a3469bbee,c70c1b0d8ca86052f45a432a38b73958,2018-04-18 09:52:35,2018-05-11 00:00:00,17.48,12,60,919,A,150,22,3,15,1,255.6,E,2,CLOTH15,CITI10
cc93c8a56518db1b736fbb33bb74228d,c70c1b0d8ca86052f45a432a38b73958,2018-06-15 07:41:26,2018-07-05 00:00:00,13.43,,60,919,A,150,22,3,15,1,247.5,E,4,CLOTH15,CITI10
b9038bec8a0b992f070fde7610f94a66,c70c1b0d8ca86052f45a432a38b73958,2018-07-25 16:48:32,2018-08-10 00:00:00,13.43,12,60,919,A,150,22,3,15,1,247.5,E,5,CLOTH20,CITI10
74f6b68ef147f4ed4c8abde5f5960481,c70c1b0d8ca86052f45a432a38b73958,2018-07-16 00:21:02,2018-07-26 00:00:00,8.03,12,60,919,A,150,22,3,15,1,236.7,E,1,CLOTH20,HDFC20
6a88bd2686e68eb067b2cd308762b1e5,3d871de0142ce09b7081e2b9d1733cb1,2017-09-08 23:39:19,2017-10-02 00:00:00,17.83,60,55,264,D,7700,28,55,37,1,203.67,E,2,CLOTH15,CITI10
27b939024664f89f9ed6d687e1265de0,3d871de0142ce09b7081e2b9d1733cb1,2018-06-06 08:58:02,2018-07-25 00:00:00,26.77,60,55,264,D,7700,28,55,37,1,251.54,E,1,CLOTH15,GPAY20
964a1b658f1aff1ca42fc6adbec6a304,c826c40d7b19f62a09e2d7c5e7295ee2,2018-01-17 14:14:21,2018-02-19 00:00:00,27.92,0,,,,400,20,12,15,1,197.6,E,2,CLOTH15,CITI10
0aad2e31b3c119c26acb8a47768cd00a,7a67c85e85bb2ce8582c35f2203ad736,2017-11-17 19:46:08,2017-12-20 00:00:00,42.16,27,33,897,A,1600,42,25,15,1,547.29,E,5,KIDS15,CITI10
197291e1226b07030a319b27281fded0,a1043bafd471dff536d0c462352beb48,2018-01-20 15:11:37,2018-02-19 00:00:00,43.04,45,59,1893,A,6550,20,20,20,1,414.08,E,1,CLOTH20,CITI10
e8734195811f8f934b1fc92f114f12c4,a1043bafd471dff536d0c462352beb48,2017-11-09 18:41:09,2017-12-04 00:00:00,34.87,45,59,1893,A,6550,20,20,20,1,231.34,E,1,CLOTH20,PAYTM25
4a38bf3ad3990d95c2c132f5bf530b95,a1043bafd471dff536d0c462352beb48,2017-11-27 19:06:12,2017-12-20 00:00:00,67.57,45,59,1893,A,6550,20,20,20,1,604.84,E,1,CLOTH20,CITI10
f86277a8adcfbdd6a35360bf4f928652,a1043bafd471dff536d0c462352beb48,2018-01-08 20:56:12,2018-02-09 00:00:00,47.42,45,59,1893,A,6550,20,20,20,1,394.94,E,8,CLOTH15,CITI10
b8c82a8db82856017cda33242a4e4d9e,a1043bafd471dff536d0c462352beb48,2017-11-24 15:57:39,2017-12-28 00:00:00,69.33,45,59,1893,A,6550,20,20,20,1,361.31,E,10,CLOTH20,CITI10
16fea2cb1931a45f2a7c8d178afb1c83,955fee9216a65b617aa5c0531780ce60,2018-04-30 09:13:44,2018-05-14 00:00:00,24.63,12,59,1030,E,3500,36,25,21,1,536.09,E,1,CLOTH20,GPAY20
df95b7d6f8593ea6ba264820941935ae,640e21a7d01df7614a3b4923e990d40c,2018-05-30 14:58:50,2018-07-03 00:00:00,5.89,14,30,413,B,725,31,7,31,1,109.39,E,2,FURN20,CITI10
bdfcde44c62495b7eeb742881cc8a4a3,8e6d7754bc7e0f22c96d255ebda59eba,2018-01-09 21:05:46,2018-02-01 00:00:00,14.46,45,33,256,A,180,17,10,13,1,245.99,E,1,CLOTH20,CITI10
66446be15e059663cab1f9b17cf6d3a2,88460e8ebdecbfecb5f9601833981930,2018-02-27 16:44:08,2018-03-22 00:00:00,18.69,45,33,256,A,180,17,10,13,1,176.68,E,5,CLOTH20,CITI10
3545524b94d7564dc8e66d9ca95c367e,88460e8ebdecbfecb5f9601833981930,2018-02-26 11:41:31,2018-03-21 00:00:00,18.69,45,33,256,A,180,17,10,13,1,176.68,E,2,CLOTH20,CITI10
ff8f6d3e8686235229636f5b388e3b44,8e6d7754bc7e0f22c96d255ebda59eba,2018-01-03 20:40:15,2018-02-01 00:00:00,18.23,45,33,256,A,180,17,10,13,1,252.84,E,3,CLOTH15,CITI10
fd66171c97600151f735da73fd0aa018,8e6d7754bc7e0f22c96d255ebda59eba,2018-01-22 18:44:31,2018-02-14 00:00:00,11.1,45,33,256,A,180,17,10,13,1,204.18,E,2,CLOTH20,CITI10
07c7a0b82302514ec1c6135dc7dec4cf,88460e8ebdecbfecb5f9601833981930,2018-05-12 11:53:29,2018-07-02 00:00:00,3.68,45,33,256,A,180,17,10,13,1,191.83,E,3,CLOTH20,CITI10
bd17260667bf9ba6fc98095baadc4d8c,8e6d7754bc7e0f22c96d255ebda59eba,2018-01-04 12:03:36,2018-01-22 00:00:00,11.22,45,33,256,A,180,17,10,13,1,240.13,E,1,CLOTH15,CITI10
